#anchorwave proali -i ./Udiv/Udiv.scaffold_1.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_1.fa -a ./Udiv-Lelegans/Udiv.scaffold_1.cds.to.Lelegans.chrom_1.liftover.sam -as ./Udiv/Udiv.scaffold_1.cds.fa -ar ./Udiv/Udiv.scaffold_1.cds.ref.sam -s ./Lelegans/Lelegans_chrom_1.fa -n ./Udiv-Lelegans/Udiv.scaffold_1.cds.to.Lelegans.chrom_1.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_7.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_7.fa -a ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_10.liftover.sam -as ./Udiv/Udiv.scaffold_7.cds.fa -ar ./Udiv/Udiv.scaffold_7.cds.ref.sam -s ./Lelegans/Lelegans_chrom_10.fa -n ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_10.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_7	7522865	7523698	Hic_chr_10	53161783	53162616	-	mRNA33846	1	0.997602
scaffold_7	9253760	9273841	Hic_chr_10	42474952	42489644	-	mRNA33874	1	0.743994
scaffold_7	36881297	36906577	Hic_chr_10	40824242	40849000	-	mRNA34421	1	0.420843
scaffold_7	51690789	51710773	Hic_chr_10	17034318	17041471	-	mRNA34644	1	0.976906
scaffold_7	51717736	51803925	Hic_chr_10	16987717	17032587	-	mRNA34646	1	0.95175
scaffold_7	54653414	54671830	Hic_chr_10	15103419	15121057	-	mRNA34699	1	0.32622
scaffold_7	54695459	54706662	Hic_chr_10	15081466	15089870	-	mRNA34701	1	0.8621
scaffold_7	54940276	54941991	Hic_chr_10	14830990	14832699	-	mRNA34707	1	0.988345
scaffold_7	55513417	55515153	Hic_chr_10	14027567	14029291	-	mRNA34713	1	0.944629
scaffold_7	69401437	69490276	Hic_chr_10	8031200	8089566	-	mRNA34976	1	0.94399
scaffold_7	69527781	69568735	Hic_chr_10	7982936	8010976	-	mRNA34977	1	0.714421
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_7.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_7.fa -a ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_11.liftover.sam -as ./Udiv/Udiv.scaffold_7.cds.fa -ar ./Udiv/Udiv.scaffold_7.cds.ref.sam -s ./Lelegans/Lelegans_chrom_11.fa -n ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_11.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_7.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_7.fa -a ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_12.liftover.sam -as ./Udiv/Udiv.scaffold_7.cds.fa -ar ./Udiv/Udiv.scaffold_7.cds.ref.sam -s ./Lelegans/Lelegans_chrom_12.fa -n ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_12.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_7	36599249	36626086	Hic_chr_12	32842106	32858896	+	mRNA34410	1	0.967213
scaffold_7	50093769	50177598	Hic_chr_12	33127221	33195429	+	mRNA34598	1	0.292818
scaffold_7	70245605	70319064	Hic_chr_12	34175780	34227216	+	mRNA34992	1	0.818571
scaffold_7	94926517	95019383	Hic_chr_12	92812807	92960041	+	mRNA35531	1	0.370681
scaffold_7	152229504	152245454	Hic_chr_12	101458486	101467281	+	mRNA36717	1	0.635762
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_7.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_7.fa -a ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_13.liftover.sam -as ./Udiv/Udiv.scaffold_7.cds.fa -ar ./Udiv/Udiv.scaffold_7.cds.ref.sam -s ./Lelegans/Lelegans_chrom_13.fa -n ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_13.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_7	60707091	60711709	Hic_chr_13	2559007	2564345	+	mRNA34806	1	0.769841
scaffold_7	60711737	60722345	Hic_chr_13	2564373	2575430	+	mRNA34807	1	0.94386
scaffold_7	60724407	60750348	Hic_chr_13	2580651	2599291	+	mRNA34808	1	0.742123
scaffold_7	79229835	79246162	Hic_chr_13	6993131	7017297	+	mRNA35175	1	0.626322
scaffold_7	104600906	104672997	Hic_chr_13	9233067	9352477	+	mRNA35774	1	0.851213
scaffold_7	106573615	106618518	Hic_chr_13	15891878	15908686	+	mRNA35811	1	0.700613
scaffold_7	107468953	107491782	Hic_chr_13	17401812	17424630	+	mRNA35824	1	0.922807
scaffold_7	148614307	148615563	Hic_chr_13	23680135	23681391	+	mRNA36640	1	0.808871
scaffold_7	148638624	148658057	Hic_chr_13	23701584	23722486	+	mRNA36641	1	0.743341
scaffold_7	148709986	148735865	Hic_chr_13	23740139	23755415	+	mRNA36642	1	0.710876
scaffold_7	148880827	148936783	Hic_chr_13	23856682	23887625	+	mRNA36647	1	0.951671
scaffold_7	149098786	149213749	Hic_chr_13	24011748	24086113	+	mRNA36652	1	0.668972
scaffold_7	149350841	149393337	Hic_chr_13	24152366	24178998	+	mRNA36656	1	0.568196
scaffold_7	164662076	164662201	Hic_chr_13	63854887	63855026	+	mRNA37007	1	0.190045
scaffold_7	164662234	164662504	Hic_chr_13	63855059	63855349	+	mRNA37008	1	0.912458
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_7.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_7.fa -a ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_14.liftover.sam -as ./Udiv/Udiv.scaffold_7.cds.fa -ar ./Udiv/Udiv.scaffold_7.cds.ref.sam -s ./Lelegans/Lelegans_chrom_14.fa -n ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_14.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_8.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_8.fa -a ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_1.liftover.sam -as ./Udiv/Udiv.scaffold_8.cds.fa -ar ./Udiv/Udiv.scaffold_8.cds.ref.sam -s ./Lelegans/Lelegans_chrom_1.fa -n ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_1.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_8.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_8.fa -a ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_2.liftover.sam -as ./Udiv/Udiv.scaffold_8.cds.fa -ar ./Udiv/Udiv.scaffold_8.cds.ref.sam -s ./Lelegans/Lelegans_chrom_2.fa -n ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_2.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_8.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_8.fa -a ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_3.liftover.sam -as ./Udiv/Udiv.scaffold_8.cds.fa -ar ./Udiv/Udiv.scaffold_8.cds.ref.sam -s ./Lelegans/Lelegans_chrom_3.fa -n ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_3.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_8	74308809	74454642	Hic_chr_3	99280352	99366564	-	mRNA39130	1	0.214088
scaffold_8	81159970	81160895	Hic_chr_3	97677661	97678577	-	mRNA39261	1	0.915907
scaffold_8	81273839	81311374	Hic_chr_3	97361884	97444289	-	mRNA39267	1	0.513966
scaffold_8	89835707	89855943	Hic_chr_3	83146424	83178003	-	mRNA39457	1	0.834857
scaffold_8	100040930	100041785	Hic_chr_3	78472238	78473078	-	mRNA39641	1	0.947668
scaffold_8	100055738	100057153	Hic_chr_3	78451060	78451535	-	mRNA39642	1	0.41844
scaffold_8	100253266	100255721	Hic_chr_3	78064987	78072010	-	mRNA39644	1	0.412804
scaffold_8	116078048	116103268	Hic_chr_3	75419069	75447561	-	mRNA39921	1	0.653957
scaffold_8	116115527	116119169	Hic_chr_3	75405057	75408331	-	mRNA39922	1	0.379909
scaffold_8	116688486	116814974	Hic_chr_3	75164243	75198384	-	mRNA39931	1	0.812531
scaffold_8	122672887	122673696	Hic_chr_3	66886972	66887787	-	mRNA40036	1	0.742382
scaffold_8	123601281	123629974	Hic_chr_3	66294716	66311812	-	mRNA40064	1	0.302479
scaffold_8	134675874	134730836	Hic_chr_3	63944455	63968894	-	mRNA40323	1	0.3452
scaffold_8	135109971	135110282	Hic_chr_3	55995428	55995739	-	mRNA40337	1	1
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_8.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_8.fa -a ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_4.liftover.sam -as ./Udiv/Udiv.scaffold_8.cds.fa -ar ./Udiv/Udiv.scaffold_8.cds.ref.sam -s ./Lelegans/Lelegans_chrom_4.fa -n ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_4.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_8	86425368	86444559	Hic_chr_4	62967336	62985215	-	mRNA39349	1	0.933778
scaffold_8	86696063	86707611	Hic_chr_4	45927333	46051430	-	mRNA39356	1	0.284562
scaffold_8	112681083	112681300	Hic_chr_4	12740438	12740658	-	mRNA39850	1	0.95614
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_8.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_8.fa -a ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_5.liftover.sam -as ./Udiv/Udiv.scaffold_8.cds.fa -ar ./Udiv/Udiv.scaffold_8.cds.ref.sam -s ./Lelegans/Lelegans_chrom_5.fa -n ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_5.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_8.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_8.fa -a ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_6.liftover.sam -as ./Udiv/Udiv.scaffold_8.cds.fa -ar ./Udiv/Udiv.scaffold_8.cds.ref.sam -s ./Lelegans/Lelegans_chrom_6.fa -n ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_6.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_8	33685442	33715563	Hic_chr_6	7189351	7207063	-	mRNA38325	1	0.581526
scaffold_8	34187622	34188523	Hic_chr_6	6435375	6459146	-	mRNA38336	1	0.719679
scaffold_8	34655676	34684122	Hic_chr_6	5915169	5973555	-	mRNA38343	1	0.771919
scaffold_8	35126294	35126917	Hic_chr_6	5189879	5190502	-	mRNA38357	1	0.854772
#block end
#block begin
scaffold_8	78583676	78584674	Hic_chr_6	91202219	91203245	-	mRNA39197	2	0.977978
scaffold_8	85841344	85869703	Hic_chr_6	55494477	55601834	-	mRNA39338	2	0.887619
scaffold_8	124616291	124631901	Hic_chr_6	41417267	41429832	-	mRNA40096	2	0.983051
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_8.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_8.fa -a ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_7.liftover.sam -as ./Udiv/Udiv.scaffold_8.cds.fa -ar ./Udiv/Udiv.scaffold_8.cds.ref.sam -s ./Lelegans/Lelegans_chrom_7.fa -n ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_7.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_8.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_8.fa -a ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_8.liftover.sam -as ./Udiv/Udiv.scaffold_8.cds.fa -ar ./Udiv/Udiv.scaffold_8.cds.ref.sam -s ./Lelegans/Lelegans_chrom_8.fa -n ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_8.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_8	78583802	78584674	Hic_chr_8	29428242	29430595	-	mRNA39197	1	0.848849
scaffold_8	91183474	91184687	Hic_chr_8	23540926	23542112	-	mRNA39479	1	0.924132
scaffold_8	92467593	92483123	Hic_chr_8	23426666	23436515	-	mRNA39525	1	0.572794
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_8.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_8.fa -a ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_9.liftover.sam -as ./Udiv/Udiv.scaffold_8.cds.fa -ar ./Udiv/Udiv.scaffold_8.cds.ref.sam -s ./Lelegans/Lelegans_chrom_9.fa -n ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_9.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_8.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_8.fa -a ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_10.liftover.sam -as ./Udiv/Udiv.scaffold_8.cds.fa -ar ./Udiv/Udiv.scaffold_8.cds.ref.sam -s ./Lelegans/Lelegans_chrom_10.fa -n ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_10.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_8.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_8.fa -a ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_11.liftover.sam -as ./Udiv/Udiv.scaffold_8.cds.fa -ar ./Udiv/Udiv.scaffold_8.cds.ref.sam -s ./Lelegans/Lelegans_chrom_11.fa -n ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_11.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_8	48462471	48472794	Hic_chr_11	29002652	29015789	+	mRNA38634	1	0.955975
scaffold_8	52856084	52857777	Hic_chr_11	35905221	35905946	+	mRNA38708	1	0.79798
scaffold_8	52962837	53003365	Hic_chr_11	35943937	35973834	+	mRNA38710	1	0.518244
scaffold_8	53509609	53510054	Hic_chr_11	45356311	45356756	+	mRNA38723	1	0.48505
scaffold_8	53518768	53575005	Hic_chr_11	45365223	45387848	+	mRNA38725	1	0.985003
scaffold_8	53587051	53629810	Hic_chr_11	45389731	45421192	+	mRNA38727	1	0.883575
scaffold_8	59326992	59341377	Hic_chr_11	47677152	47689615	+	mRNA38820	1	0.948905
scaffold_8	59407692	59410785	Hic_chr_11	54682803	54683647	+	mRNA38823	1	0.388316
scaffold_8	59445814	59456111	Hic_chr_11	54723361	54734058	+	mRNA38825	1	0.23258
scaffold_8	59773809	59844932	Hic_chr_11	54819839	54842549	+	mRNA38830	1	0.599677
scaffold_8	62340352	62370552	Hic_chr_11	57064820	57068212	+	mRNA38891	1	0.910555
scaffold_8	62382798	62398446	Hic_chr_11	57076849	57092537	+	mRNA38892	1	0.917297
#block end
#block begin
scaffold_8	156972353	157008604	Hic_chr_11	76830912	76852798	+	mRNA40870	2	0.730397
scaffold_8	157068189	157078572	Hic_chr_11	76881209	76891327	+	mRNA40874	2	0.594749
scaffold_8	157091515	157101090	Hic_chr_11	76897399	76909163	+	mRNA40876	2	0.95163
scaffold_8	157239985	157277364	Hic_chr_11	77094582	77122738	+	mRNA40882	2	0.540557
scaffold_8	157296481	157306963	Hic_chr_11	77131049	77142910	+	mRNA40884	2	0.957447
scaffold_8	157332751	157364030	Hic_chr_11	77185631	77210526	+	mRNA40885	2	0.992021
scaffold_8	157632773	157666594	Hic_chr_11	77246625	77265114	+	mRNA40898	2	0.123509
#block end
#block begin
scaffold_8	97104316	97108820	Hic_chr_11	24317142	24321808	+	mRNA39577	3	0.945946
scaffold_8	124490411	124497018	Hic_chr_11	27284800	27288723	+	mRNA40091	3	0.998232
scaffold_8	147378361	147409369	Hic_chr_11	27678777	27713909	+	mRNA40647	3	0.993287
scaffold_8	147510108	147541471	Hic_chr_11	27811056	27831341	+	mRNA40650	3	0.797348
scaffold_8	148421961	148444766	Hic_chr_11	28933380	28948208	+	mRNA40680	3	0.595489
scaffold_8	148453399	148456086	Hic_chr_11	28957583	28958099	+	mRNA40682	3	0.465392
#block end
#block begin
scaffold_8	46236710	46282570	Hic_chr_11	91570079	91591783	+	mRNA38605	4	0.495736
scaffold_8	46310058	46316937	Hic_chr_11	91666386	91672812	+	mRNA38606	4	0.895189
scaffold_8	46358263	46402845	Hic_chr_11	91698758	91725914	+	mRNA38608	4	0.955789
scaffold_8	46424794	46447813	Hic_chr_11	91731634	91761118	+	mRNA38609	4	0.957867
scaffold_8	46918299	46945369	Hic_chr_11	91895072	91904595	+	mRNA38621	4	0.700957
#block end
#block begin
scaffold_8	39958890	39986730	Hic_chr_11	118976293	118991863	-	mRNA38459	5	0.35826
scaffold_8	40007634	40010651	Hic_chr_11	118961743	118963316	-	mRNA38460	5	0.564516
scaffold_8	40025911	40047897	Hic_chr_11	118939167	118957498	-	mRNA38461	5	0.99177
scaffold_8	40450370	40455018	Hic_chr_11	118782587	118782700	-	mRNA38464	5	0.527778
scaffold_8	40523231	40591365	Hic_chr_11	118694812	118712747	-	mRNA38468	5	0.971308
#block end
#block begin
scaffold_8	45905591	45923088	Hic_chr_11	65616868	65626275	+	mRNA38591	6	0.494469
scaffold_8	45926775	45949620	Hic_chr_11	65635105	65650765	+	mRNA38592	6	0.996416
scaffold_8	46000011	46000722	Hic_chr_11	65742305	65743019	+	mRNA38595	6	0.969945
#block end
#block begin
scaffold_8	148627987	148635827	Hic_chr_11	88389958	88397265	+	mRNA40690	7	0.92123
scaffold_8	148640827	148649390	Hic_chr_11	88402190	88411667	+	mRNA40691	7	0.884848
scaffold_8	148654117	148656914	Hic_chr_11	88418925	88419281	+	mRNA40692	7	0.564767
#block end
#block begin
scaffold_8	24241318	24266617	Hic_chr_11	86682666	86743850	-	mRNA38141	8	0.903546
scaffold_8	24286961	24342260	Hic_chr_11	86617129	86666655	-	mRNA38142	8	0.750282
scaffold_8	32933558	33078354	Hic_chr_11	77883163	77935170	-	mRNA38306	8	0.59821
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_8.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_8.fa -a ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_12.liftover.sam -as ./Udiv/Udiv.scaffold_8.cds.fa -ar ./Udiv/Udiv.scaffold_8.cds.ref.sam -s ./Lelegans/Lelegans_chrom_12.fa -n ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_12.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_8.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_8.fa -a ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_13.liftover.sam -as ./Udiv/Udiv.scaffold_8.cds.fa -ar ./Udiv/Udiv.scaffold_8.cds.ref.sam -s ./Lelegans/Lelegans_chrom_13.fa -n ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_13.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_8.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_8.fa -a ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_14.liftover.sam -as ./Udiv/Udiv.scaffold_8.cds.fa -ar ./Udiv/Udiv.scaffold_8.cds.ref.sam -s ./Lelegans/Lelegans_chrom_14.fa -n ./Udiv-Lelegans/Udiv.scaffold_8.cds.to.Lelegans.chrom_14.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_8	79658722	79705902	Hic_chr_14	13589524	13606122	-	mRNA39230	1	0.930671
scaffold_8	80093284	80122765	Hic_chr_14	13155401	13194598	-	mRNA39237	1	0.30455
scaffold_8	80221765	80234942	Hic_chr_14	13076758	13079322	-	mRNA39239	1	0.958442
scaffold_8	138695433	138722529	Hic_chr_14	4240482	4270542	-	mRNA40415	1	0.963087
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_9.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_9.fa -a ./Udiv-Lelegans/Udiv.scaffold_9.cds.to.Lelegans.chrom_1.liftover.sam -as ./Udiv/Udiv.scaffold_9.cds.fa -ar ./Udiv/Udiv.scaffold_9.cds.ref.sam -s ./Lelegans/Lelegans_chrom_1.fa -n ./Udiv-Lelegans/Udiv.scaffold_9.cds.to.Lelegans.chrom_1.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_9.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_9.fa -a ./Udiv-Lelegans/Udiv.scaffold_9.cds.to.Lelegans.chrom_2.liftover.sam -as ./Udiv/Udiv.scaffold_9.cds.fa -ar ./Udiv/Udiv.scaffold_9.cds.ref.sam -s ./Lelegans/Lelegans_chrom_2.fa -n ./Udiv-Lelegans/Udiv.scaffold_9.cds.to.Lelegans.chrom_2.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_9	9422907	9433391	Hic_chr_2	105719305	105741329	-	mRNA41487	1	0.798472
scaffold_9	90268044	90269216	Hic_chr_2	91269562	91270722	-	mRNA45547	1	0.973773
scaffold_9	126524009	126581250	Hic_chr_2	85731930	85777271	-	mRNA46511	1	0.730999
scaffold_9	153452171	153473130	Hic_chr_2	78282190	78288340	-	mRNA47085	1	0.657143
scaffold_9	153487503	153615195	Hic_chr_2	78165651	78264509	-	mRNA47087	1	0.977941
scaffold_9	154203352	154203656	Hic_chr_2	77555492	77555796	-	mRNA47093	1	0.635417
scaffold_9	154294538	154305495	Hic_chr_2	77510927	77522293	-	mRNA47095	1	0.529658
scaffold_9	154448802	154463854	Hic_chr_2	77437539	77443703	-	mRNA47097	1	0.643018
scaffold_9	154463921	154509831	Hic_chr_2	77388124	77437383	-	mRNA47098	1	0.571713
scaffold_9	154586078	154587038	Hic_chr_2	77289183	77290167	-	mRNA47101	1	0.978193
scaffold_9	155702662	155713879	Hic_chr_2	76627771	76634622	-	mRNA47126	1	0.838828
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_9.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_9.fa -a ./Udiv-Lelegans/Udiv.scaffold_9.cds.to.Lelegans.chrom_3.liftover.sam -as ./Udiv/Udiv.scaffold_9.cds.fa -ar ./Udiv/Udiv.scaffold_9.cds.ref.sam -s ./Lelegans/Lelegans_chrom_3.fa -n ./Udiv-Lelegans/Udiv.scaffold_9.cds.to.Lelegans.chrom_3.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_9.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_9.fa -a ./Udiv-Lelegans/Udiv.scaffold_9.cds.to.Lelegans.chrom_4.liftover.sam -as ./Udiv/Udiv.scaffold_9.cds.fa -ar ./Udiv/Udiv.scaffold_9.cds.ref.sam -s ./Lelegans/Lelegans_chrom_4.fa -n ./Udiv-Lelegans/Udiv.scaffold_9.cds.to.Lelegans.chrom_4.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_9	34645248	34696414	Hic_chr_4	18903576	18925458	+	mRNA42874	1	0.881649
scaffold_9	34971142	34971804	Hic_chr_4	19059467	19060138	+	mRNA42887	1	0.998492
scaffold_9	34990596	35056889	Hic_chr_4	19074230	19097456	+	mRNA42888	1	0.706122
scaffold_9	35999797	36057170	Hic_chr_4	19463751	19523371	+	mRNA42928	1	0.54499
scaffold_9	36160571	36178421	Hic_chr_4	19532349	19549853	+	mRNA42937	1	0.969183
scaffold_9	36193994	36255197	Hic_chr_4	19550624	19607930	+	mRNA42939	1	0.704023
scaffold_9	37055462	37156305	Hic_chr_4	19643984	19711549	+	mRNA43047	1	0.774478
#block end
